rollout_id,rank,mb_idx,total_tokens
13,3,9,8949
13,3,10,8680
13,3,11,8793
13,3,12,8313
13,3,13,6531
13,3,14,8399
13,3,15,8399
13,3,16,7189
13,3,17,9166
13,3,18,7028
13,3,19,7545
13,3,20,4149
13,3,21,5689
13,3,22,7920
13,3,23,8221
13,3,24,8291
13,3,25,5617
13,3,26,6779
13,3,27,5872
14,0,0,8058
14,0,1,7212
14,0,2,8347
14,0,3,8347
14,0,4,8287
14,0,5,8287
14,0,6,8378
14,0,7,8378
14,0,8,6109
14,0,9,7336
14,0,10,8119
14,0,11,7723
14,0,12,8434
14,0,13,8447
14,0,14,8353
14,0,15,8353
14,0,16,8357
14,0,17,8357
14,0,18,6513
14,0,19,8722
14,0,20,6229
14,0,21,8327
14,0,22,4816
14,0,23,4879
14,0,24,8377
14,0,25,8377
14,0,26,8347
14,0,27,8328
14,0,28,8328
14,0,29,5755
14,0,30,5473
14,1,0,7298
14,1,1,8319
14,1,2,7295
14,1,3,8167
14,1,4,8347
14,1,5,8347
14,1,6,8287
14,1,7,8378
14,1,8,8378
14,1,9,6432
14,1,10,6134
14,1,11,7908
14,1,12,8949
14,1,13,5973
14,1,14,8447
14,1,15,8246
14,1,16,8409
14,1,17,6077
14,1,18,7593
14,1,19,8353
14,1,20,8357
14,1,21,8357
14,1,22,8377
14,1,23,8377
14,1,24,8347
14,1,25,8347
14,1,26,8328
14,1,27,8328
14,1,28,5633
14,1,29,5392
14,1,30,4173
14,2,0,8170
14,2,1,8347
14,2,2,8347
14,2,3,8287
14,2,4,8287
14,2,5,8287
14,2,6,8378
14,2,7,6076
14,2,8,6155
14,2,9,7945
14,2,10,8408
14,2,11,8447
14,2,12,8447
14,2,13,8409
14,2,14,4815
14,2,15,7259
14,2,16,7335
14,2,17,7844
14,2,18,8353
14,2,19,8357
14,2,20,8357
14,2,21,8377
14,2,22,8377
14,2,23,8347
14,2,24,8347
14,2,25,4995
14,2,26,5717
14,2,27,5393
14,2,28,8328
14,2,29,8328
14,2,30,6834
14,3,0,8319
14,3,1,7555
14,3,2,8347
14,3,3,8287
14,3,4,8287
14,3,5,8378
14,3,6,8378
14,3,7,8378
14,3,8,6051
14,3,9,7652
14,3,10,8447
14,3,11,8447
14,3,12,7089
14,3,13,6557
14,3,14,5926
14,3,15,8409
14,3,16,8176
14,3,17,8357
14,3,18,8357
14,3,19,8090
14,3,20,8377
14,3,21,8377
14,3,22,8347
14,3,23,8347
14,3,24,8347
14,3,25,4699
14,3,26,8328
14,3,27,8328
14,3,28,5022
14,3,29,6237
14,3,30,5456
15,0,0,8364
15,0,1,8364
15,0,2,8593
15,0,3,8166
15,0,4,8354
15,0,5,9046
15,0,6,8513
15,0,7,8777
15,0,8,8329
15,0,9,8329
15,0,10,7852
15,0,11,8910
15,0,12,6526
15,0,13,7616
15,0,14,8305
15,0,15,7315
15,0,16,8354
15,0,17,8354
15,0,18,8337
15,0,19,8337
15,0,20,4830
15,0,21,4970
15,0,22,8329
15,0,23,8329
15,1,0,8364
15,1,1,8364
15,1,2,7769
15,1,3,8481
15,1,4,8903
15,1,5,8354
15,1,6,8769
15,1,7,8169
15,1,8,8329
15,1,9,8329
15,1,10,7625
15,1,11,8264
15,1,12,5679
15,1,13,6518
15,1,14,9114
15,1,15,7056
15,1,16,8354
15,1,17,8354
15,1,18,8337
15,1,19,8337
15,1,20,8633
15,1,21,4434
15,1,22,8329
15,1,23,8329
15,2,0,8364
15,2,1,8364
15,2,2,7861
15,2,3,9131
15,2,4,8934
15,2,5,8578
15,2,6,8354
15,2,7,8786
15,2,8,8329
15,2,9,8329
15,2,10,5881
15,2,11,8338
15,2,12,8711
15,2,13,8175
15,2,14,6995
15,2,15,7385
15,2,16,7674
15,2,17,8354
15,2,18,8354
15,2,19,8337
15,2,20,8337
15,2,21,8329
15,2,22,8329
15,2,23,1427
15,3,0,8364
15,3,1,8364
15,3,2,8340
15,3,3,7745
15,3,4,8354
15,3,5,8362
15,3,6,8717
15,3,7,8329
15,3,8,8329
15,3,9,8835
15,3,10,7401
15,3,11,9132
15,3,12,8971
15,3,13,6556
15,3,14,5924
15,3,15,8579
15,3,16,8262
15,3,17,8354
15,3,18,7919
15,3,19,8337
15,3,20,8337
15,3,21,8329
15,3,22,8329
15,3,23,1416
16,0,0,9117
16,0,1,8385
16,0,2,8385
16,0,3,8363
16,0,4,8363
16,0,5,8192
16,0,6,9168
16,0,7,8381
16,0,8,8381
16,0,9,8758
16,0,10,8325
16,0,11,8940
16,0,12,8325
16,0,13,6498
16,0,14,7687
16,0,15,8692
16,0,16,8334
16,0,17,8464
16,0,18,8342
16,0,19,5767
16,0,20,4827
16,0,21,6110
16,0,22,6911
16,1,0,8055
16,1,1,8494
16,1,2,8385
16,1,3,8385
16,1,4,8363
16,1,5,8363
16,1,6,8893
16,1,7,8381
16,1,8,8381
16,1,9,9143
16,1,10,8928
16,1,11,8325
16,1,12,8674
16,1,13,8092
16,1,14,8325
16,1,15,8325
16,1,16,9099
16,1,17,8360
16,1,18,6844
16,1,19,6138
16,1,20,6224
16,1,21,5945
16,1,22,4591
16,2,0,8369
16,2,1,8586
16,2,2,8385
16,2,3,8385
16,2,4,8363
16,2,5,8363
16,2,6,9036
16,2,7,8283
16,2,8,4618
16,2,9,8381
16,2,10,8381
16,2,11,9178
16,2,12,8325
16,2,13,8325
16,2,14,8325
16,2,15,6696
16,2,16,9092
16,2,17,5894
16,2,18,8438
16,2,19,8008
16,2,20,8909
16,2,21,6362
16,2,22,6011
16,3,0,8195
16,3,1,8369
16,3,2,8973
16,3,3,8385
16,3,4,8385
16,3,5,8363
16,3,6,8335
16,3,7,8602
16,3,8,8539
16,3,9,8381
16,3,10,8381
16,3,11,7671
16,3,12,8325
16,3,13,8325
16,3,14,8325
16,3,15,8709
16,3,16,6917
16,3,17,9120
16,3,18,9192
16,3,19,5323
16,3,20,5665
16,3,21,6047
16,3,22,6185
17,0,0,8349
17,0,1,8349
17,0,2,8349
17,0,3,8365
17,0,4,8200
17,0,5,8357
17,0,6,8357
17,0,7,8381
17,0,8,8372
17,0,9,8381
17,0,10,8329
17,0,11,8329
17,0,12,4070
17,0,13,8305
17,0,14,7193
17,0,15,9054
17,0,16,8711
17,0,17,7556
17,0,18,6118
17,0,19,8353
17,0,20,8334
17,0,21,8014
17,0,22,5640
17,0,23,8312
17,0,24,8564
17,0,25,8564
17,1,0,8349
17,1,1,8460
17,1,2,8881
17,1,3,8365
17,1,4,8357
17,1,5,8357
17,1,6,8185
17,1,7,8381
17,1,8,7365
17,1,9,8329
17,1,10,3282
17,1,11,8305
17,1,12,7537
17,1,13,7114
17,1,14,8737
17,1,15,7826
17,1,16,8353
17,1,17,8353
17,1,18,8353
17,1,19,8334
17,1,20,8334
17,1,21,5595
17,1,22,8312
17,1,23,8312
17,1,24,8564
17,1,25,8564
17,2,0,8349
17,2,1,8349
17,2,2,8365
17,2,3,8357
17,2,4,8357
17,2,5,8381
17,2,6,8329
17,2,7,9081
17,2,8,7393
17,2,9,8305
17,2,10,8051
17,2,11,8305
17,2,12,8424
17,2,13,8353
17,2,14,8353
17,2,15,8334
17,2,16,8334
17,2,17,8334
17,2,18,7561
17,2,19,5725
17,2,20,8600
17,2,21,8312
17,2,22,6243
17,2,23,8564
17,2,24,8564
17,2,25,3580
17,3,0,8349
17,3,1,8349
17,3,2,8365
17,3,3,9037
17,3,4,8357
17,3,5,8357
17,3,6,7767
17,3,7,8381
17,3,8,8381
17,3,9,8329
17,3,10,8329
17,3,11,8305
17,3,12,8253
17,3,13,8780
17,3,14,8353
17,3,15,8353
17,3,16,8334
17,3,17,8334
17,3,18,5281
17,3,19,7146
17,3,20,8312
17,3,21,7425
17,3,22,8564
17,3,23,8564
17,3,24,5880
17,3,25,5017
18,0,0,6388
18,0,1,8322
18,0,2,8295
18,0,3,6599
18,0,4,8336
18,0,5,8336
18,0,6,8336
18,0,7,5284
18,0,8,8846
18,0,9,8294
18,0,10,8294
18,0,11,8136
18,0,12,5393
18,0,13,6105
18,0,14,4718
18,0,15,8320
18,0,16,8320
18,0,17,8320
18,0,18,8334
18,0,19,8360
18,0,20,8297
18,0,21,7242
18,0,22,8284
18,0,23,6674
18,0,24,5613
18,0,25,8280
18,0,26,8280
18,0,27,7666
18,0,28,8317
18,0,29,8317
18,0,30,3915
18,1,0,8322
18,1,1,8013
18,1,2,8322
18,1,3,7956
18,1,4,8283
18,1,5,8336
18,1,6,8336
18,1,7,8336
18,1,8,9024
18,1,9,5817
18,1,10,8294
18,1,11,8294
18,1,12,8294
18,1,13,6737
18,1,14,4885
18,1,15,6215
18,1,16,5275
18,1,17,8320
18,1,18,8320
18,1,19,8334
18,1,20,8360
18,1,21,8297
18,1,22,6621
18,1,23,6828
18,1,24,6055
18,1,25,5477
18,1,26,8280
18,1,27,8280
18,1,28,8317
18,1,29,8317
18,1,30,3676
18,2,0,8322
18,2,1,8258
18,2,2,7482
18,2,3,7220
18,2,4,8336
18,2,5,6105
18,2,6,8294
18,2,7,8157
18,2,8,5441
18,2,9,5553
18,2,10,4773
18,2,11,4661
18,2,12,8320
18,2,13,8334
18,2,14,8334
18,2,15,8334
18,2,16,8360
18,2,17,8360
18,2,18,8360
18,2,19,8297
18,2,20,8297
18,2,21,8297
18,2,22,8284
18,2,23,6820
18,2,24,6430
18,2,25,5272
18,2,26,6326
18,2,27,8280
18,2,28,8280
18,2,29,8317
18,2,30,8317
18,3,0,9086
18,3,1,7967
18,3,2,7306
18,3,3,8336
18,3,4,8208
18,3,5,5976
18,3,6,5744
18,3,7,8294
18,3,8,6376
18,3,9,5381
18,3,10,4725
18,3,11,5510
18,3,12,6750
18,3,13,8320
18,3,14,8320
18,3,15,8334
18,3,16,8334
18,3,17,8334
18,3,18,8360
18,3,19,8360
18,3,20,8232
18,3,21,8297
18,3,22,8297
18,3,23,8297
18,3,24,8284
18,3,25,8284
18,3,26,6408
18,3,27,8280
18,3,28,8317
18,3,29,8317
18,3,30,3186
19,0,0,8335
19,0,1,8335
19,0,2,8406
19,0,3,8406
19,0,4,8281
19,0,5,9059
19,0,6,8341
19,0,7,8341
19,0,8,8337
19,0,9,8337
19,0,10,8911
19,0,11,7963
19,0,12,9107
19,0,13,7534
19,0,14,8336
19,0,15,8336
19,0,16,8293
19,0,17,6944
19,0,18,8567
19,0,19,8052
19,0,20,5664
19,0,21,8250
19,0,22,8274
19,0,23,8447
19,0,24,8447
19,1,0,8335
19,1,1,8335
19,1,2,8406
19,1,3,8406
19,1,4,8281
19,1,5,8281
19,1,6,8341
19,1,7,8341
19,1,8,8337
19,1,9,7971
19,1,10,8337
19,1,11,8109
19,1,12,9154
19,1,13,8845
19,1,14,8336
19,1,15,8336
19,1,16,9005
19,1,17,7504
19,1,18,8186
19,1,19,8492
19,1,20,5493
19,1,21,7294
19,1,22,8274
19,1,23,8447
19,1,24,8447
19,2,0,8335
19,2,1,8335
19,2,2,8406
19,2,3,8406
19,2,4,8281
19,2,5,8915
19,2,6,9173
19,2,7,8015
19,2,8,8341
19,2,9,8341
19,2,10,8337
19,2,11,9102
19,2,12,8336
19,2,13,8336
19,2,14,8117
19,2,15,5668
19,2,16,7667
19,2,17,8357
19,2,18,8778
19,2,19,8317
19,2,20,5963
19,2,21,8274
19,2,22,8274
19,2,23,8447
19,2,24,8447
19,3,0,8335
19,3,1,8335
19,3,2,8406
19,3,3,8406
19,3,4,8281
19,3,5,8281
19,3,6,9202
19,3,7,8951
19,3,8,8341
19,3,9,8341
19,3,10,8337
19,3,11,8337
19,3,12,8336
19,3,13,8336
19,3,14,7852
19,3,15,7300
19,3,16,8793
19,3,17,9106
19,3,18,8134
19,3,19,8387
19,3,20,8043
19,3,21,8274
19,3,22,8447
19,3,23,8447
19,3,24,3539
