rollout_id,rank,mb_idx,total_tokens
5,2,15,8336
5,2,16,9031
5,2,17,8311
5,2,18,8311
5,2,19,8789
5,2,20,4421
5,2,21,6298
5,2,22,8373
5,2,23,8373
5,2,24,8373
5,3,0,6859
5,3,1,8926
5,3,2,8969
5,3,3,5152
5,3,4,8963
5,3,5,8426
5,3,6,8426
5,3,7,9155
5,3,8,8365
5,3,9,8365
5,3,10,7721
5,3,11,7820
5,3,12,8382
5,3,13,8382
5,3,14,6133
5,3,15,6377
5,3,16,9095
5,3,17,8641
5,3,18,8336
5,3,19,8311
5,3,20,8311
5,3,21,5821
5,3,22,6392
5,3,23,6246
5,3,24,8373
6,0,0,8312
6,0,1,8646
6,0,2,9043
6,0,3,9011
6,0,4,8348
6,0,5,8348
6,0,6,8524
6,0,7,8724
6,0,8,7195
6,0,9,8359
6,0,10,8302
6,0,11,8327
6,0,12,7762
6,0,13,8296
6,0,14,8296
6,0,15,8411
6,0,16,8411
6,0,17,8411
6,0,18,8251
6,0,19,7019
6,0,20,7966
6,0,21,8360
6,0,22,8360
6,0,23,6214
6,0,24,8356
6,0,25,8412
6,1,0,8094
6,1,1,8312
6,1,2,8680
6,1,3,9027
6,1,4,8302
6,1,5,8348
6,1,6,8348
6,1,7,7479
6,1,8,9183
6,1,9,6676
6,1,10,8359
6,1,11,7520
6,1,12,8359
6,1,13,8327
6,1,14,6458
6,1,15,8296
6,1,16,8296
6,1,17,8411
6,1,18,8411
6,1,19,8411
6,1,20,8050
6,1,21,8777
6,1,22,8360
6,1,23,8356
6,1,24,8412
6,1,25,8412
6,2,0,8312
6,2,1,9164
6,2,2,8312
6,2,3,9025
6,2,4,7844
6,2,5,8348
6,2,6,7985
6,2,7,8359
6,2,8,8327
6,2,9,8327
6,2,10,8296
6,2,11,8296
6,2,12,8411
6,2,13,8552
6,2,14,8597
6,2,15,8149
6,2,16,7161
6,2,17,8360
6,2,18,8360
6,2,19,8356
6,2,20,7025
6,2,21,8356
6,2,22,8923
6,2,23,8412
6,2,24,8412
6,2,25,5995
6,3,0,8312
6,3,1,8348
6,3,2,8348
6,3,3,8348
6,3,4,7713
6,3,5,8032
6,3,6,8712
6,3,7,8773
6,3,8,9075
6,3,9,6327
6,3,10,6898
6,3,11,8359
6,3,12,8327
6,3,13,8249
6,3,14,8296
6,3,15,8296
6,3,16,8411
6,3,17,8305
6,3,18,8925
6,3,19,8360
6,3,20,8360
6,3,21,8360
6,3,22,7290
6,3,23,8412
6,3,24,8412
6,3,25,8412
7,0,0,8685
7,0,1,8120
7,0,2,8386
7,0,3,8339
7,0,4,8339
7,0,5,8364
7,0,6,8364
7,0,7,8364
7,0,8,8408
7,0,9,8408
7,0,10,8408
7,0,11,6590
7,0,12,7037
7,0,13,8311
7,0,14,8311
7,0,15,8311
7,0,16,9049
7,0,17,8324
7,0,18,8614
7,0,19,8343
7,0,20,8355
7,0,21,8355
7,0,22,8208
7,0,23,7671
7,0,24,6214
7,0,25,3840
7,1,0,8593
7,1,1,8357
7,1,2,8386
7,1,3,8386
7,1,4,8339
7,1,5,8339
7,1,6,8364
7,1,7,8408
7,1,8,7828
7,1,9,7005
7,1,10,5618
7,1,11,8300
7,1,12,8311
7,1,13,8311
7,1,14,8324
7,1,15,8980
7,1,16,8324
7,1,17,8528
7,1,18,8909
7,1,19,8343
7,1,20,8343
7,1,21,7839
7,1,22,8355
7,1,23,8373
7,1,24,6694
7,1,25,4159
7,2,0,8934
7,2,1,8120
7,2,2,8293
7,2,3,6910
7,2,4,8386
7,2,5,8339
7,2,6,8339
7,2,7,8364
7,2,8,8364
7,2,9,8364
7,2,10,8408
7,2,11,8408
7,2,12,8562
7,2,13,8311
7,2,14,8311
7,2,15,8324
7,2,16,8574
7,2,17,6310
7,2,18,9004
7,2,19,5358
7,2,20,4997
